feature	CNV_6q12    	CNV_18q11.2 	CNV_12p	CNV_12q	CNV_4q22.1  	CNV_13q34   	CNV_21q22.3 	CNV_2q36.2  	CNV_5q	CNV_5p	CNV_3p25.3  	CNV_2p16.1  	CNV_10p15.3 	CNV_21q	CNV_12q15   	CNV_11p15.5 	CNV_6q26    	CNV_13q	CNV_2p	CNV_2q	CNV_17q25.3 	CNV_22q11.21	CNV_5p12    	CNV_14q11.2 	CNV_11q25   	CNV_9q21.11 	CNV_7p11.2  	CNV_9q	CNV_12q24.32	CNV_7q11.22 	CNV_10p	CNV_10q	CNV_16p13.3 	CNV_9p24.1  	CNV_8p23.2  	CNV_3q	CNV_3p	CNV_9p23    	CNV_1p13.2  	CNV_8q24.21 	CNV_12p13.33	CNV_Xp11.3  	CNV_3q26.33 	CNV_1p34.2  	CNV_19q	CNV_19p	CNV_5q31.1  	CNV_11q	CNV_11p	CNV_8p	CNV_8q	CNV_11q13.3 	CNV_19p13.3 	CNV_19q12   	CNV_5q11.2  	CNV_10q23.31	CNV_6p25.3  	CNV_16q23.1 	CNV_4q35.2  	CNV_4p15.31 	CNV_20q	CNV_2q31.2  	CNV_13q12.11	CNV_Xq22.3  	CNV_15q12   	CNV_4q12    	CNV_9p	CNV_16p	CNV_16q	CNV_22q	CNV_1q	CNV_1p	CNV_Xq28    	CNV_9p13.3  	CNV_21q21.1 	CNV_17q11.2 	CNV_9p21.3  	CNV_6p	CNV_6q	CNV_14q13.3 	CNV_17q	CNV_17p	CNV_20q11.21	CNV_18p	CNV_18q	CNV_11q22.1 	CNV_Xq	CNV_Xp21.1  	CNV_20p	CNV_14q	CNV_15q26.3 	CNV_7q	CNV_7p	CNV_17q25.1 	CNV_19q13.33	CNV_4q32.3  	CNV_1p36.32 	CNV_7q36.1  	CNV_5p15.33 	CNV_8p11.23 	CNV_18p11.32	CNV_3p13    	CNV_18q23   	CNV_15q	CNV_19q13.2 	CNV_7q21.2  	CNV_1q21.2  	CNV_3p12.1  	CNV_3p11.1  	CNV_17p11.2 	CNV_13q14.2 	CNV_2q22.1  	CNV_4p	CNV_4q	
TCGA-39-5027	-0.39386	0.67771	0.000	0.000	-0.55397	0	-0.32205	0.029044	-0.564	0.000	-1.1962	0.18844	-0.59556	-0.322	0.031999	-0.56445	-0.39386	0.000	0.159	0.000	0.14741	0.09275	-0.56356	0.018103	-0.14142	0.05025	3.6569	0.000	0.0083087	0.62115	-0.564	-0.564	-0.22773	-0.54391	-0.56942	-0.077	-0.532	-0.54391	-0.56376	0.081033	0.075991	-0.14448	2.032	-0.56376	0.000	0.000	-0.56356	-0.141	0.745	-0.569	0.000	-0.14142	-0.016017	-0.016017	-0.56356	-0.56445	-0.41604	-0.22773	-0.56226	-0.56455	0.000	0.029044	0	-0.14297	0.042307	-0.56883	-0.544	-0.228	-0.228	0.000	0.000	-0.564	-0.14297	-0.57008	0.60539	0.12668	-0.54391	-0.386	-0.386	0.022619	0.147	-0.291	-0.0053992	0.602	-0.562	-0.14142	-0.144	-0.14448	0.000	0.000	0.041175	0.558	0.000	0.14741	-0.016017	-0.56226	-0.56376	0.62115	0.71923	-0.57552	0.67771	-0.53236	-0.56157	0.000	-0.016017	0.62115	0.021449	-0.53236	-0.53236	1.2402	0	0.04741	-0.565	-0.565	
TCGA-39-5021	0.25832	0.37784	0.582	0.000	-0.25066	0.14303	-0.0073638	0.027571	0.128	0.405	-0.27453	0.085875	-0.15099	0.000	-0.049353	0.041815	-0.22947	0.000	0.000	0.000	0.079667	0.19505	0.46084	0.42713	-0.14689	0.05944	0.10329	0.000	-0.082466	0.10329	-0.164	-0.164	-0.30469	-0.0035287	-0.17009	1.136	0.874	0.017337	0.19018	-0.01209	0.54833	0.0061047	2.0263	0.033482	0.000	0.000	-0.27661	-0.137	-0.137	-0.128	0.000	-0.13697	-0.32582	0.083269	-0.27661	-0.19268	0.15069	0	-0.28899	-0.12662	-0.136	0.5302	0.13443	0.10914	-0.16593	-0.26101	0.000	-0.305	0.000	0.195	0.190	0.190	0.10914	1.0658	-0.0073638	0.079667	-0.11906	-0.086	-0.229	-0.25702	0.000	0.000	0.57693	0.354	0.354	-0.13697	0.000	-0.17384	0.441	-0.287	-0.16593	0.103	0.103	0.079667	0.083269	-0.27422	0.033482	0.088044	0.41371	-0.17009	0.35374	-0.26149	0.55653	-0.166	0.083269	0.096874	0.19018	1.1358	1.1358	0.079667	0.15465	0.065445	-0.154	-0.154	
TCGA-22-4596	-0.15866	-0.087314	0.000	0.000	0.052876	-0.20734	-0.023429	-0.026384	0.130	0.130	0.0058309	-0.013473	-0.1418	0.000	0	-0.10065	-0.15866	-0.207	0.000	0.000	-0.074544	-0.041974	0.13007	-0.10987	0.032986	-0.041974	0.29517	0.000	0	0.29517	0.000	0.000	0.044007	-0.041974	-0.10565	0.000	0.000	-0.041974	-0.10421	0.59854	0	0.013632	0.0058309	-0.10421	0.000	0.000	0.13007	0.000	-0.101	0.306	0.411	-0.10065	-0.043195	0.019363	0.13007	0.0077783	-0.13122	0.015168	0.052876	0.05908	0.000	-0.026384	-0.20734	0.013632	-0.17651	0.052876	0.000	0.000	0.000	0.000	0.109	-0.104	0.013632	-0.041974	-0.023429	-0.11601	-0.041974	-0.159	-0.159	-0.10987	-0.116	-0.116	0.054198	0.000	0.000	0.032986	0.000	0.013632	0.000	-0.110	-0.17651	0.295	0.432	-0.074544	0.019363	0.052876	-0.10421	0.29517	0.13007	0.41122	-0.087314	0.0058309	-0.079186	-0.177	0.019363	0.29517	0.21315	0.0058309	0.0058309	-0.11601	-0.20734	-0.026384	0.000	0.000	
TCGA-22-4591	-0.0090366	-0.0015705	0.475	0.475	0.037877	-0.5534	-0.49145	-0.0056941	-0.514	0.050	-1.0639	3.2651	-0.47916	-0.491	-0.025556	0.29353	-0.008606	-0.499	0.555	0.000	0.73202	0.85753	3.3438	0.37358	0.45439	-1.0139	-0.019909	-0.478	-0.067234	0.8317	-0.466	0.000	-0.034132	-0.14069	-1.0437	1.493	-0.508	-0.21085	0.030372	0.58626	0.49211	-0.45847	1.6494	-0.014552	0.000	0.000	-0.81107	0.491	0.491	-1.035	0.000	0.49066	-0.53534	3.6569	-0.51923	-0.00847	0.006619	-0.014136	-0.047164	0.42195	1.198	-0.024159	-0.52597	1.2066	0.072061	3.6569	-0.478	0.000	0.000	0.937	0.204	0.000	0.80008	0.1605	-0.49145	-0.0073799	-1.2929	0.000	0.000	0.45606	0.000	-0.423	1.202	0.111	0.000	0.69497	-0.495	-0.52054	0.331	0.395	0.2271	0.832	0.832	0.73202	1.2589	-0.047164	-0.023337	0.35294	2.9444	0.80047	0.11898	-0.50767	-0.10652	-0.470	0.41407	2.4286	0.23592	-0.08643	-0.08643	-0.50943	-0.49941	-0.024159	0.378	0.000	
TCGA-66-2727	0.037359	0.023847	0.238	0.000	-0.27655	-0.19237	-0.35783	-0.61777	-0.291	0.980	-0.27332	0.038065	-0.066922	0.000	0.023426	0.0416	-0.62198	-0.605	0.000	0.000	-0.037354	-0.91447	1.3272	-0.57713	-0.61794	-0.58647	0.028481	0.000	0.011679	-0.64189	-0.585	-0.585	-0.25902	-0.59097	-1.2929	1.256	1.053	-0.59097	-0.60167	-0.28715	0.2653	-0.093931	1.5441	0.044148	-0.153	-0.153	-0.98969	0.000	0.000	-0.595	-0.268	0.05523	-0.15349	-0.15349	-0.29142	-1.0425	0.043299	-0.25624	-0.61018	-0.55737	0.000	3.6569	-0.57279	-0.12707	-0.075878	-0.28227	-0.555	-0.256	-0.256	-0.275	0.000	0.000	-0.17348	-0.58647	-0.028628	-0.022744	-0.57812	0.000	0.000	-0.57713	0.000	-0.499	0.058081	0.000	0.000	-1.2787	-0.130	-0.093931	0.000	-0.574	-0.020687	0.000	0.000	0.53854	-0.59214	-0.62531	0.05523	0.011818	1.2718	1.8013	0.41479	-0.61095	0.027076	0.000	-0.15349	0.012516	0.2747	-0.60854	-0.60854	-0.52133	-0.57279	-0.081339	-0.282	-0.282	
TCGA-22-1011	-0.057385	-0.10197	0.000	0.000	-0.16663	-0.17525	0.10585	-0.15181	-0.178	0.520	0	0.04954	-0.18923	0.106	0.025531	0.028341	-0.52971	-0.175	0.000	0.000	-0.20012	0.1495	-0.17841	0.10921	-0.16777	-0.18564	0.18479	-0.186	0.025531	0.18479	-0.189	-0.189	0.090285	-0.18564	0.1625	0.000	0.000	-0.18564	0.11448	0.1625	0.025531	-0.025807	0	0.11448	0.000	0.000	-0.17841	-0.168	0.000	0.162	0.162	1.9784	0.090141	0.090141	-0.17841	-0.18923	-0.057385	0.090285	-0.16663	-0.16663	0.000	-0.15181	-0.17525	-0.023292	-0.049289	-0.16663	-0.186	0.000	0.000	0.149	0.114	0.114	-0.029903	-0.18564	0.10585	-0.20012	-0.18564	0.000	0.000	1.1244	-0.200	-0.200	0.084498	-0.102	-0.102	-0.16777	0.000	-0.025807	0.000	0.000	-0.049289	0.175	0.175	-0.20012	0.090141	-0.16663	0.11448	-0.17297	0.51961	0.1625	-0.10197	0	-0.10197	0.000	0.090141	3.6569	0.11448	0	0	-0.20012	-0.17525	0.04954	-0.167	-0.167	
TCGA-33-4547	0.44579	-0.50795	0.000	0.000	-0.0083005	0.046275	-0.50458	-0.02603	-0.011	0.506	-0.038034	-0.0011197	0.00060507	-0.492	-0.0037395	-0.50536	0.47512	0.000	0.000	0.000	-0.0062286	0.049843	0.50602	-0.51228	0.027643	-0.51111	0.010146	-0.499	-0.0017211	0.0034687	0.000	0.000	0.035662	-0.49944	-0.49131	0.496	0.000	-0.49944	0.010285	-0.003583	0	-0.089567	1.4861	0.017578	0.000	0.000	-0.52583	0.000	-0.505	-0.481	0.000	0.012376	-0.42222	0.005601	-0.51671	0.0099656	-0.51053	-0.41652	-1.0293	-0.51551	0.000	-0.026851	0.00597	-0.10064	-0.47311	-0.016292	-0.499	0.000	0.000	0.000	0.000	0.000	1.043	-0.51111	-0.50081	0.027919	-0.49944	-0.065	0.446	-0.5095	0.000	-0.493	0.0084743	-0.506	-0.506	0.012376	0.000	-0.089567	0.000	0.000	0.55589	0.000	0.000	0.045677	0.016425	-0.032041	0.038913	-0.0091286	0.50602	3.6569	0.013353	-0.52246	-0.50643	0.000	0.016425	0.42704	0.010285	-0.5475	-0.5475	-1.0269	-0.014486	-0.026851	-0.464	0.000	
TCGA-43-3394	3.6569	-0.13264	2.770	0.101	-0.44681	-0.59565	0.067948	-0.46131	-0.437	0.808	-0.4197	1.3631	0.10497	0.000	0.34486	-0.0066256	0	-0.568	0.963	0.963	0.43024	0.058652	2.086	-0.44221	-0.019314	0.35643	0.9926	0.350	0.10087	0.44577	0.105	-0.384	-0.39345	-0.42985	-0.59536	1.230	0.810	-0.42985	-0.45	0.22037	2.7704	0.018103	3.6569	-0.32716	-0.453	-0.453	-0.43713	0.000	0.000	0.000	0.000	0.00097064	-0.47109	1.2459	-0.45265	-0.43604	0.22623	-0.40632	-0.44502	-0.44681	-0.322	1.664	-0.5851	-0.0024938	0.32605	-0.44681	-0.430	-0.393	-0.393	0.873	-0.327	-0.327	-0.027398	-0.42985	0.81318	0.45292	-0.42985	0.000	0.000	-0.44221	-0.033	-0.463	-0.32208	-0.133	-0.133	0.00097064	0.000	0.71848	-0.140	-0.442	0.54894	0.993	0.993	0.43024	-0.48102	-0.44502	-0.32716	0.68589	1.2452	0.30069	-0.13264	-0.4197	-0.13264	0.326	1.2459	0.44577	0.84593	-0.4197	-0.4197	1.2089	0.60487	0.11247	-0.447	-0.447	
TCGA-56-6545	0.30398	-0.16159	0.241	0.000	-0.10056	-0.3611	-0.29576	-0.022159	0.000	0.969	0.010745	1.0965	0.0037879	-0.007	0.24829	-0.26308	-0.25037	0.000	0.000	0.000	0.0026771	0.23029	0.97962	0.18167	0.6722	-0.25753	3.6569	-0.258	-0.024601	-0.25136	0.000	0.000	-0.28533	-0.27111	0.1005	0.000	-0.133	-0.27111	-0.25112	1.1648	0.24829	0.054845	1.1115	-0.25112	0.232	0.000	0.011023	0.150	0.286	0.000	0.219	0.15014	0.026647	0.25829	-0.24079	-0.045595	0.28463	1.0524	0.0062895	-0.25942	0.495	-0.095911	-0.21944	0.054845	-0.087805	-0.25942	-0.258	0.767	1.052	0.230	0.001	-0.251	0.054845	-0.25753	0.28886	0.0026771	-0.25753	0.304	0.054	0.18167	0.000	0.000	0.49464	-0.162	-0.162	0.15014	0.000	0.054845	0.495	0.182	-0.087805	0.000	0.000	0.0026771	0.51456	-0.10056	-0.28558	-0.0032831	0.97962	0.070285	-0.16159	-0.16925	-0.21437	0.000	0.25829	3.6569	0.25204	-0.035816	-0.035816	0.0026771	-0.21944	0.52193	-0.259	-0.259	
TCGA-46-6026	0.54553	0.13562	0.537	0.000	-0.3978	0.068025	-0.35299	-0.87537	-0.875	1.756	-0.39669	0.071898	0.056019	-1.293	0.090653	-0.85452	0.54798	0.000	0.000	0.000	0.49866	0.061584	1.7559	-0.84911	-0.37757	-0.83433	-0.39291	-0.834	0.49122	-0.39901	0.000	0.000	0.071468	-0.86141	0	0.498	0.101	-0.8666	-0.3807	0	0.53688	-0.013623	1.4044	-0.37589	-0.380	-0.380	-0.87467	-0.381	0.156	0.000	0.000	-0.38128	1.2561	1.3091	-0.87467	0.08212	0.54553	-0.85492	-0.87615	-0.877	0.490	0.080677	0.068025	0.018737	-0.36425	-0.40013	-0.834	0.000	-0.855	0.000	-0.381	-0.381	0.018737	0.96237	-1.2929	0.49866	-0.71777	3.657	3.657	-0.84911	0.499	-0.392	0.49001	0.136	0.136	-0.38128	0.000	-0.013623	0.490	-0.849	1.0271	-0.393	-0.393	0.49866	-0.39447	-0.36425	-0.37589	-0.39901	1.7559	0	0.13562	-0.39669	0.13562	-0.364	2.4755	-0.39901	-0.3807	-0.4358	-0.48257	-0.39224	0.068025	0.064873	-0.877	-0.877	
TCGA-46-6025	0.49422	-0.056051	0.358	0.358	0.66972	-0.13485	-0.1113	0.45716	-0.115	0.335	0.33414	0.75813	0.40943	-0.111	0.3575	-0.2118	-0.17184	-0.135	0.723	0.000	1.4264	0.38963	-0.16778	0.11633	-0.17589	1.0457	1.4548	0.269	0.2259	0.19085	0.218	-0.191	0.60772	0.25525	-0.15235	0.334	0.334	0.25525	-0.65585	0.62495	0.3575	-0.39108	1.75	-0.21343	-0.192	-0.192	-0.64416	-0.176	-0.176	-0.152	-0.152	0.64889	-0.1915	-0.1915	-0.16778	-0.63945	0.28151	-0.65502	-0.6351	-0.13071	-0.012	0.45716	-0.68333	1.1634	0.63388	0.66972	0.269	-0.229	-0.229	0.272	0.254	0.254	-0.35066	0.25525	0.49319	-0.13589	0.25525	-0.172	-0.172	0.11633	0.819	-0.136	0.13671	-0.169	-0.169	-0.1054	-0.324	0.43545	0.137	0.116	1.435	0.191	0.191	1.4264	0.3756	-0.6351	0.65	0.19085	0.44933	-0.15235	-0.056051	-0.65147	-0.19238	-0.178	0.3756	0.19085	0.51384	-0.11301	-0.11301	-0.13589	-0.19689	-1.1547	-0.131	-0.131	
TCGA-56-6546	0.14147	0.10351	0.175	0.175	-0.026577	-0.23227	-0.13768	0.1622	-0.214	0.497	-0.029175	0.1622	-0.018992	-0.138	0.16954	0.034113	0.12874	-0.232	0.162	0.162	-0.043873	-0.09644	0.71114	0.12035	0.034113	-0.10145	-0.24009	-0.101	0.16954	-0.24009	0.000	0.000	-0.034223	-0.10145	-0.065716	0.102	0.000	-0.10145	-0.0089906	0.32109	0.17543	0.050396	0.10176	-0.0089906	0.391	-0.032	-0.22662	0.000	0.000	0.000	0.304	0.034113	-0.21861	0.44511	-0.21441	0	0.14147	-0.034223	-0.029455	-0.026577	0.692	0.1622	-0.23508	0.049175	-0.026851	-0.026577	-0.101	0.000	0.000	0.000	0.000	0.000	0.049175	-0.10145	-0.13768	-0.033128	-0.10145	0.141	0.141	0.12035	0.000	0.000	0.69241	0.104	0.104	0.034113	0.000	0.050396	0.000	0.120	-0.026851	-0.054	-0.240	-0.043873	0.44511	-0.029455	-0.0089906	0.18631	0.71114	0.81688	0.10351	0.10176	0.10351	0.000	0.44511	0.18631	-0.0089906	0.10176	0.10176	-0.033128	-0.23508	0.1622	0.000	0.000	
TCGA-39-5037	0.48389	0.22129	0.446	0.120	-0.0060904	0.18995	-0.16141	-0.21646	-0.117	-0.117	-0.16891	0.76197	-0.41322	-0.161	0.078006	-0.10381	-0.1382	0.000	0.563	0.563	0.40394	0.7484	-0.16307	0.27805	-0.32716	0.03863	0.99343	-0.181	0.085799	0.13095	0.000	0.000	-0.071606	-0.31026	-0.27774	2.154	2.004	0.17016	-0.22244	0.16175	0.25206	-0.073209	3.1437	-0.25849	0.000	0.000	-0.17664	-0.104	-0.104	-0.272	-0.272	3.2137	-0.12953	-0.036265	-0.1922	-0.136	-0.22342	0.28707	-0.23006	-0.49486	0.120	0.16145	-0.038578	0.31851	0.59764	-0.12779	0.000	0.000	0.287	0.748	0.406	0.235	0.31851	0.03863	-0.16141	0.39828	-1.0354	-0.223	-0.223	0.27805	0.398	0.000	0.11976	0.221	0.221	-0.28096	0.000	-0.073209	0.818	0.249	0.59764	0.230	0.230	0.40394	-0.036265	-0.22891	-0.25849	0.22973	-0.21094	1.026	0.22129	-0.019314	0.078211	0.598	-0.036265	0.067214	0.74861	-0.019314	-0.019314	-0.051316	-0.038578	-0.21268	-0.476	-0.158	
TCGA-39-5035	-0.018397	0.011539	0.320	0.320	-0.32286	0.59314	-0.0013858	0.25152	0.000	1.223	-0.32286	0.89146	-0.01409	0.000	0.31975	-0.30475	-0.018397	0.509	0.276	0.276	0.56507	-0.29201	1.2682	-0.32472	0.32286	-0.30322	0.29963	-0.302	0.31975	0.29963	0.000	0.000	0.029888	2.8773	-0.046854	0.394	-0.323	2.8773	0.29549	0.5617	0.30058	0.093621	0.7166	0.018103	0.304	0.304	-0.020215	0.000	-0.305	-0.334	0.228	0.015727	-0.31389	0.31571	-0.020215	-0.01409	-0.35692	0	-0.33248	-0.3196	0.000	0.26435	0.53573	0.093621	-0.0060904	-0.3196	-0.302	0.000	0.000	0.000	0.295	0.295	0.093621	-0.30322	-0.03245	-0.31622	1.871	0.000	0.000	-0.31599	-0.316	-0.316	-0.016841	0.000	0.000	-0.016175	0.000	0.093621	0.000	-0.315	-0.0096806	0.249	0.249	0.56507	0.30378	-0.32286	0.018103	0.30569	1.2675	0.58861	0.023005	-0.32286	0	0.000	0.84021	0.2573	0.29549	-0.32286	0.7166	-0.31622	0.50884	-0.59029	-0.320	-0.320	
TCGA-39-5034	-0.35909	-0.0055375	0.355	0.355	-0.3224	0.12138	-0.34515	0.012516	0.000	0.000	-0.33329	0.0071379	-0.37166	-0.345	0.353	-0.29556	-0.35931	0.119	0.000	0.000	0.006109	0.49683	0.016845	-0.015054	0.32656	-0.34021	0.011158	-0.340	0.067375	0.011158	0.000	0.000	0.32995	-0.049756	0.0041632	0.000	0.000	-0.049756	-0.72018	1.8294	0.35496	-0.027144	0.015168	-0.046583	0.887	0.508	0.027638	0.327	0.327	1.825	1.825	0.90674	-0.37909	0.8267	0.025574	0	-0.0030475	0.0079175	-0.34136	-0.050641	-0.334	0.022164	0.20534	-0.062997	-0.3535	-0.69079	-0.340	0.196	0.000	0.503	-0.305	-0.305	-0.043737	-0.044009	-0.34515	-0.0092666	-0.049756	-0.334	-0.334	0.47067	0.000	-0.373	-0.32032	0.000	0.000	0.32656	0.000	0.019503	-0.334	0.000	-0.33595	0.000	0.000	0.006109	0.28327	-0.32166	-0.051451	-0.35578	0.99551	0.0041632	-0.0055375	-0.71123	-0.0037395	-0.336	0.26781	0.016565	0.3692	-0.66984	0.010629	-0.3511	0.11858	0.0043296	-0.318	-0.318	
TCGA-39-5031	0	0.51961	0.000	0.000	-0.27416	-0.27078	-0.22785	-0.05469	-0.270	1.445	-0.27523	3.6569	-0.26571	-0.228	0.059134	-0.26107	-0.034768	-0.266	0.000	0.000	-0.016567	0.12152	0.89207	0.41178	-0.26865	0.13794	0.33254	-0.285	-0.23631	0.33254	-0.266	-0.266	0.052952	-0.42309	-0.1233	0.489	-0.275	-0.42309	0.055373	0.55478	0.032986	0.065596	2.3839	-0.14091	0.299	0.299	-0.27846	-0.261	-0.261	-0.111	0.000	0.77885	0.29903	0.29903	-0.26985	-0.24825	0	0.052952	0.32479	-0.31739	0.147	-0.047063	-0.26649	0.065596	-0.27643	0.29979	-0.423	0.000	0.000	0.122	0.000	0.000	0.071104	0.13794	-0.22785	-0.016567	-0.42309	0.000	0.000	0.41178	0.000	0.000	0.14697	0.520	0.520	-0.26865	0.000	0.065596	0.147	0.412	0.27096	0.341	0.341	-0.016567	0.52713	0.32479	-0.15592	-0.32461	1.7182	-0.012024	0.51961	-0.27918	0.51961	-0.262	-0.26119	0.3408	0.055373	0.033549	0.033549	-0.016567	-0.26649	-0.058091	-0.317	-0.317	
TCGA-39-5030	-0.0067131	-0.030063	0.000	0.000	0.0050759	-0.24782	-0.0045012	-0.0010403	-0.257	0.486	-0.25086	-0.0010403	-0.14303	0.000	0.010493	0.012027	-0.0067131	-0.248	0.000	0.000	0.0058996	6.8455e-05	0.48604	-0.24794	0.012027	0.27482	0.014379	0.275	0.010493	0.014379	-0.224	-0.224	0.026583	-0.24284	0.068879	0.276	-0.251	-0.24284	0.012306	0.062288	0.010493	-0.024868	0.27592	0.012306	0.000	0.000	-0.25698	0.000	0.000	0.000	0.000	0.012027	-0.0077865	-0.0077865	-0.24539	-0.22384	-0.0067131	-0.25025	0	0.0050655	0.000	-0.0010403	-0.25425	-0.045251	-0.16733	0.014399	-0.243	0.000	-0.250	0.000	0.000	0.000	-0.045251	-0.24284	-0.017339	0.0058996	-0.24284	0.000	0.000	-0.249	0.000	-0.258	0.018172	0.000	0.000	0.012027	0.000	-0.024868	0.000	-0.249	-0.16733	0.000	0.000	0.0058996	-0.0050544	0	0.012306	0.0093621	0.48604	0.068879	-0.047751	-0.25086	-0.030063	-0.167	-0.0077865	0.014379	0.012306	-0.25086	-0.25086	0.0058996	-0.24782	-0.0010403	0.000	0.000	
