feature	CNV_20q	CNV_20p	CNV_Xq11.2 	CNV_14q	CNV_17q24.3	CNV_7q36.3 	CNV_12p	CNV_12q	CNV_7q	CNV_7p	CNV_9q	CNV_3p21.32 	CNV_10p	CNV_10q	CNV_16p	CNV_16q	CNV_22q	CNV_1q	CNV_1p	CNV_14q31.1 	CNV_3q26.32	CNV_8p23.2  	CNV_3q	CNV_3p	CNV_5q	CNV_5p	CNV_1q43    	CNV_Xq23    	CNV_4q34.3  	CNV_18q	CNV_8q24.22	CNV_1q24.1 	CNV_2q37.3  	CNV_17p	CNV_15q	CNV_9p21.3  	CNV_21q	CNV_13q13.3 	CNV_19q	CNV_19p	CNV_6q26    	CNV_6p	CNV_6q	CNV_13q	CNV_Xp22.2 	CNV_11q	CNV_11p	CNV_1q32.1 	CNV_8p	CNV_8q	CNV_17q	CNV_3p25.3  	CNV_5q35.1 	CNV_Xq	CNV_2p	CNV_2q	CNV_1p36.23 	CNV_1p31.1  	CNV_10p14  	CNV_4p	CNV_4q	CNV_4q32.1 	CNV_10q23.31	CNV_9p23    	CNV_3p12.2  	CNV_3q11.2  	CNV_Xp11.4 	CNV_9p	CNV_18p	
TCGA-B0-4852	0.000	0.000	-0.026851	-0.482	-0.051856	0.61607	0.000	0.000	0.614	0.614	0.000	-0.63373	0.000	0.000	0.000	0.000	0.000	-0.131	-0.131	-0.49225	0.0049969	-0.30271	0.000	-0.632	0.000	0.000	-0.13122	-0.026851	-0.22392	0.000	-0.083997	-0.13122	0.033267	0.000	0.000	-0.047666	0.000	0.00013863	0.000	0.000	0.0037465	0.000	0.000	0.000	-0.026851	0.000	0.000	-0.13122	0.000	0.000	0.000	-0.63373	0.64579	0.000	0.000	0.000	-0.13122	-0.13122	-0.0092666	-0.224	-0.224	-0.22392	-0.0077482	-0.051282	0.0049969	0.0049969	-0.026851	0.000	0.000	
TCGA-B0-4718	0.000	0.000	-0.099666	0.000	0.01273	0.0047344	0.000	0.000	0.000	0.000	0.000	-0.7498	0.000	-0.682	0.000	0.000	0.000	0.000	0.000	0.011614	-0.0033889	-0.75369	0.000	0.000	0.000	0.000	0.011056	-0.099666	-0.0038041	0.000	0.015522	0.0034039	-9.0821e-05	0.000	0.000	0.01273	0.000	-0.002418	0.000	0.000	-0.0011121	0.000	0.000	0.000	-0.1282	0.000	0.000	0.011056	-0.740	-0.740	0.000	-0.7498	0.013846	0.000	0.000	0.000	-0.6765	-0.6765	0.0024321	0.000	0.000	-0.0038041	-0.68254	0.01273	-0.024862	0.0081069	-0.099666	0.000	0.000	
TCGA-B0-5701	0.000	0.000	-0.018436	-0.530	0.055088	0.51385	0.000	0.000	0.523	0.523	-0.526	-0.54229	0.000	0.000	0.000	0.000	-0.483	0.463	0.000	-0.53012	-0.0077482	-0.013127	0.000	-0.535	0.484	0.484	0.49701	-0.018436	-0.52573	0.000	0.5245	0.022865	-0.0026322	0.000	0.000	-0.52645	0.000	-0.0044312	0.000	0.000	0.0095883	0.000	0.000	0.000	-0.018436	0.000	0.000	0.48564	0.000	0.000	0.000	-0.54229	0.53428	0.000	0.000	0.000	-0.48281	0.022865	0.013772	0.000	0.000	-0.52573	0.0091909	-0.52645	-0.0077482	-0.0077482	-0.018436	-0.526	0.000	
TCGA-B0-5695	0.000	0.000	-0.065943	0.000	-0.0056341	-0.0017597	0.000	0.000	0.000	0.000	0.000	-0.75777	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.012259	0.003266	-0.76336	0.000	-0.758	0.000	0.000	-0.013223	-0.065943	0	0.000	0.010606	-0.013223	0.000531	0.000	0.000	-9.6876e-05	-0.757	0.0085162	0.000	0.000	-0.010191	0.000	0.000	0.000	-0.065943	0.000	0.000	-0.013223	-0.755	0.000	0.000	-0.75777	0.0089339	0.000	0.000	0.000	-0.013223	-0.013223	0.001706	0.000	0.000	0	-0.0038362	-9.6876e-05	0.010188	0.010188	-0.065943	0.000	0.000	
TCGA-BP-5169	0.000	0.000	-0.054286	-0.314	0.020623	0.164	0.000	0.000	0.164	0.164	-0.310	-0.32368	-0.132	-0.132	0.000	0.000	0.000	0.000	0.000	-0.31401	0.45199	-0.31447	0.452	-0.320	0.000	0.000	0.0090312	-0.054286	-0.0030475	-0.188	0.31386	0.0090312	-0.015191	0.000	-0.207	-0.30991	-0.309	0	0.000	0.000	-0.32857	-0.326	-0.326	0.000	-0.054286	0.000	0.000	0.0090312	-0.001	0.314	0.000	-0.32368	0.00041593	0.000	0.000	0.000	0.0090312	0.0090312	-0.13233	0.000	0.000	-0.0030475	-0.13233	-0.30991	-0.0041546	0.46502	-0.054286	-0.310	-0.188	
TCGA-BP-5168	0.000	0.000	0.0041632	0.000	0.0090312	-0.0080244	0.000	0.000	0.000	0.000	0.000	-0.52184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.0016642	0.0058323	-0.0073946	0.000	-0.522	0.488	0.488	0.0024133	0.0041632	-0.0011087	0.000	0	0.0024133	0.0049969	0.000	0.000	0.0033299	0.000	-0.0022168	0.000	0.000	-0.0053639	0.000	0.000	0.000	0.0041632	0.000	0.000	0.0024133	0.000	0.000	0.000	-0.52184	0.48768	0.000	0.000	0.000	0.00458	0.00458	-0.007472	0.000	0.000	-0.0011087	-0.007472	0.0033299	-0.52184	-0.52184	0.0041632	0.000	0.000	
TCGA-B8-4153	0.000	0.000	-0.023562	0.000	-0.00055444	0.0015255	0.000	0.000	0.000	0.000	0.000	-0.73714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0015243	0.0062481	-0.0089906	0.000	0.000	0.000	0.000	0.0022193	-0.020275	-0.0033243	0.000	0.0095883	0.0022193	-0.0019399	0.000	0.000	-0.00089202	0.000	-0.0038779	0.000	0.000	0.00013863	0.000	0.000	0.000	-0.015879	0.000	0.000	0.0022193	0.000	0.000	0.000	-0.7429	0.032986	0.000	0.000	0.000	0.0022193	0.0022193	-0.014724	0.000	0.000	-0.0033243	-0.0095426	-0.00089202	0.0062481	0.0062481	-0.015879	0.000	0.000	
TCGA-B0-5099	0.000	0.000	0.0085604	0.000	0.36504	-0.43804	0.000	0.000	0.000	0.000	0.000	-0.7084	0.000	-0.706	0.000	0.000	0.638	0.000	0.000	-0.0071103	0.025106	0.0036935	-0.708	-0.708	0.000	0.000	0	0.0085604	0.015657	0.000	0.0036935	0	-0.75505	0.000	0.000	8.5767e-05	0.651	-0.71998	0.000	0.000	0.0084887	0.000	0.000	0.000	0.0085604	0.000	0.000	0	0.000	0.000	0.000	-0.7084	0.41248	0.000	0.653	0.653	-0.0066252	-0.0066252	-0.020392	0.000	0.000	0.015657	-0.72727	8.5767e-05	-0.7084	-0.7084	0.0085604	0.000	0.000	
TCGA-B0-5098	0.000	0.000	-0.14181	0.000	0.029044	-0.0060009	0.000	0.000	0.000	0.000	-0.650	-0.65557	0.000	0.000	0.000	0.000	-0.643	0.000	-0.633	-0.098682	0.6703	-0.00069303	0.000	-0.645	0.000	0.000	0.012576	-0.14181	-0.65545	0.000	0.010842	0.013492	-0.0044312	0.000	0.000	-0.64959	0.000	0.0019418	0.000	0.000	-0.0022168	0.000	0.000	0.000	-0.14181	0.000	0.000	0.015028	0.000	0.000	0.000	-0.67492	0.0022412	-0.142	0.000	0.000	-0.63349	-0.64809	-0.0051227	-0.646	-0.646	-0.64565	0.0012481	-0.64959	-0.6449	0.0036076	-0.14181	-0.650	0.000	
TCGA-B0-5097	0.000	0.000	-0.038156	-0.339	0.025484	0	0.000	0.000	0.000	0.000	-0.122	-0.36219	0.000	0.000	0.000	-0.163	0.000	0.000	0.000	-0.33898	0.13164	-0.23525	0.132	-0.231	0.000	0.000	0.011354	-0.038156	-0.058238	-0.159	0.22186	0.011354	0.024501	0.000	0.000	-0.12211	0.000	-0.070714	0.000	0.000	-0.042155	0.000	0.000	0.000	-0.019772	0.000	0.000	0.011354	-0.013	0.222	0.000	-0.36219	0.026706	0.000	0.000	0.000	0.011354	0.011354	-0.026623	0.000	0.000	-0.058238	-0.026623	-0.12211	0.13164	0.13164	-0.038156	-0.122	-0.159	
TCGA-B0-5096	0.000	0.000	-0.0006896	-0.408	0.013353	0.38072	0.000	0.000	0.381	0.381	-0.391	-0.40584	0.000	0.000	0.000	0.000	0.000	0.724	0.000	-0.40804	-0.00097017	0	0.000	-0.395	0.000	0.000	0.74005	-0.0044312	-0.0091431	0.000	0	0.73682	0.010006	0.000	0.000	-0.39074	0.000	-0.028081	0.000	0.000	-0.022606	0.000	0.000	0.000	0.00013863	0.000	0.000	0.73682	0.000	0.000	0.000	-0.41322	0.00048103	0.000	0.000	0.000	0.026373	0.010982	-0.0091286	0.000	0.000	-0.0091431	-0.0047079	-0.39074	-0.0016761	-0.0016761	-0.0006896	-0.391	0.000	
TCGA-B0-5095	0.000	0.000	-0.039749	0.000	0.010136	0.0052749	0.047	-0.143	0.000	0.000	-0.298	-0.3342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.032041	-0.01037	0.0070826	0.000	-0.319	0.353	0.353	-0.0047279	-0.040848	-0.1572	0.000	0.0070826	0.0375	-0.31657	0.000	-0.160	-0.29804	0.000	-0.19662	0.000	0.000	-0.0071958	0.000	0.000	-0.197	-0.036538	0.000	0.000	0.0375	0.000	0.000	0.000	-0.3342	0.4519	0.000	0.000	0.000	-0.050981	0.0375	0.012516	-0.158	-0.158	-0.1572	0.012516	-0.29804	-0.32901	-0.31984	-0.039749	-0.298	0.000	
TCGA-B0-5094	0.582	0.582	-0.033385	-0.614	-0.010976	0.54668	0.541	0.541	0.547	0.547	-0.612	-0.61608	0.000	0.000	0.000	0.000	-0.157	0.000	0.000	-0.61406	0.28067	-0.62531	-0.295	-0.616	0.559	0.559	0.0041083	-0.033385	-0.0028254	0.000	0.0028585	0.0041083	0	0.000	0.000	-0.61164	0.000	-0.60752	0.117	0.117	-0.0050391	0.000	0.000	-0.608	-0.030834	0.000	0.000	0.0041083	-0.620	0.000	0.000	-0.61608	0.55879	0.000	0.000	0.000	0.0014707	-0.73883	-0.012768	0.000	0.000	-0.0028254	-0.012768	-0.61164	-0.61608	-0.30397	-0.033385	-0.612	0.000	
TCGA-B0-5092	0.000	0.000	-0.0098185	-0.337	0.019923	-0.006505	0.000	0.000	0.000	0.000	0.000	-0.34435	0.000	0.000	0.000	0.000	-0.115	0.314	0.181	-0.33719	0.0063657	0.013055	0.000	-0.342	0.000	0.000	0.30759	-0.0098185	-0.005814	-0.115	-0.0056757	0.31418	0	0.000	0.000	0.008244	0.000	-0.12707	0.000	0.000	0.0038854	0.000	0.000	-0.134	-0.0098185	0.000	0.000	0.31418	0.000	0.000	0.000	-0.34159	0.44172	0.000	0.000	0.000	-0.13329	-0.13329	-0.0006698	0.000	0.000	-0.005814	-0.0006698	0.008244	-0.34435	0.0063657	-0.0098185	0.000	-0.115	
TCGA-B0-5706	0.000	0.000	-0.029277	0.000	-0.0094046	-0.0030475	0.000	0.000	0.000	0.000	0.000	-0.41476	0.000	-0.419	0.000	0.000	0.000	0.000	0.000	-0.0020784	0.0065262	0.0011093	0.000	-0.414	0.000	0.000	0.0037465	-0.029277	0.0037465	0.000	0.0011093	0.39961	0	0.000	0.000	-0.00069303	0.000	0.0024969	0.000	0.000	0.0051488	0.000	0.000	0.000	-0.029277	0.000	0.000	0.0037465	0.000	0.000	0.000	-0.41476	-0.0012473	0.000	0.000	0.000	0.00041593	0.00041593	-0.010646	0.000	0.000	0.0037465	-0.42931	-0.00069303	-0.41531	-0.41531	-0.029277	0.000	0.000	
TCGA-CW-5589	0.000	0.000	0.018383	0.000	-0.014521	0.0027745	0.000	0.000	0.000	0.000	0.000	-0.60298	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.03286	0.011958	0.00055459	0.000	-0.599	0.608	0.000	0.0022193	0.018383	0.0034163	0.000	0.00055459	0.58345	-0.0031859	0.000	0.000	0.004719	0.000	0	0.000	0.000	0.0075126	0.000	0.000	0.000	0.018383	0.000	0.000	0.0022193	0.000	0.000	0.000	-0.59944	0.60967	0.000	0.000	0.000	-0.0020784	-0.0020784	0.0022193	0.000	0.000	0.0062481	0.0018393	0.004719	-0.58843	0.011958	0.018383	0.000	0.000	
TCGA-B0-5696	0.000	0.000	0.040244	0.000	0.34811	0.016971	0.325	0.325	0.000	0.000	-0.353	-0.55412	0.000	0.000	0.291	0.291	0.000	0.000	0.000	-0.0017434	0.13273	-0.28757	0.133	-0.421	0.369	0.369	0.0038046	0.038291	-0.0083111	0.000	-0.28757	0	-0.0051356	0.000	0.000	0.0031103	0.187	-0.09744	0.000	0.000	0.010334	0.000	0.000	-0.104	0.040244	0.000	0.000	0	-0.288	-0.288	0.000	-0.55412	0.92744	0.000	0.000	0.000	0	0	-0.01114	0.000	0.000	-0.0083111	-0.01114	0.0031103	0.13273	0.13273	0.040244	0.000	0.000	
TCGA-B2-4101	0.000	0.000	0.023011	0.000	0.012795	-0.0085766	0.000	0.000	0.000	0.000	0.000	-0.44275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.027765	0.0036389	-0.012024	0.000	0.000	0.000	0.000	0.0045747	0.023011	-0.004375	0.000	-0.012024	-0.0094046	0.0026357	0.000	0.000	-0.0025621	0.000	0.00069327	0.000	0.000	0.0033299	0.000	0.000	0.000	0.053094	0.000	0.000	0.0045747	0.000	0.000	0.000	-0.44275	0.41496	0.000	0.000	0.000	-0.0094046	-0.0094046	-0.0080055	0.000	0.000	-0.004375	-0.00056725	-0.0025621	0.0036389	0.0036389	0.023011	0.000	0.000	
TCGA-CW-5581	0.000	0.000	-0.00027724	0.000	-0.0095426	0.0015255	0.000	0.000	0.000	0.000	0.000	-0.5294	0.000	0.000	0.507	0.507	0.000	0.000	0.000	-0.00069303	0.014609	-0.0042787	0.000	0.000	0.000	0.000	0	-0.00027724	0.0061017	0.000	0.0029133	0	0.0063871	0.000	0.000	-0.0018014	0.000	0.006109	0.000	0.000	0.016565	0.000	0.000	0.000	0.00056613	0.000	0.000	0	0.000	0.000	0.000	-0.5294	0.52485	0.000	0.000	0.000	0	0	-0.5244	0.000	0.000	0.010703	-0.0063668	-0.0018014	0.013074	0.013074	0.015727	0.000	0.000	
TCGA-CW-5580	0.000	0.000	-0.0051227	-0.419	-0.0078863	0.00458	0.000	0.000	0.000	0.000	-0.428	-0.5849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.41886	0.017963	-0.00013862	0.000	-0.585	0.000	0.000	0.006109	-0.0051227	-0.21627	0.122	-0.00013862	0.006109	0	0.000	0.000	-0.42844	0.000	0.0048579	0.000	0.000	0.010285	0.000	0.000	0.000	-0.0051227	0.000	0.000	0.006109	0.000	0.000	0.000	-0.59039	0.0086135	0.000	0.000	0.000	-0.24277	0.006109	0.0019418	-0.216	-0.216	-0.21627	-0.0020784	-0.42844	-0.5849	-0.5849	-0.0051227	-0.428	0.122	
TCGA-CW-5583	0.000	0.000	0.0098567	0.000	-0.00077142	0	0.000	0.000	0.000	0.000	0.000	-0.60251	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.00027724	0.010703	0.0019258	0.000	-0.561	0.000	0.000	0.0041632	0.0098567	0.0029133	0.565	-0.0013858	0.0041632	-0.0020784	0.000	0.000	-0.0033453	0.000	-0.0022168	0.000	0.000	0.0068044	0.000	0.000	0.000	0.0065262	0.000	0.000	0.0041632	0.000	0.000	0.000	-0.60251	0.57213	0.000	0.000	0.000	0.0041632	0.0041632	0.00027728	0.000	0.000	0.00030443	0.00027728	-0.0033453	-0.60251	0.010703	0.0098567	0.000	0.565	
TCGA-B0-5713	0.000	0.000	0.015028	0.000	0.00027728	0.15801	0.441	0.441	0.158	0.158	0.000	-0.60177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0047079	-0.00027724	-0.60129	0.000	-0.601	0.496	0.496	0	0.015028	-0.0031859	0.000	0.0072217	0	-0.0011087	0.000	0.000	0.0040243	0.000	-0.0056757	0.000	0.000	-0.0060904	0.000	0.000	0.000	0.015028	0.000	0.000	0	-0.601	0.000	0.000	-0.60177	0.49643	0.000	0.000	0.000	0	0	0.0015255	0.000	0.000	-0.0031859	0.0015255	0.0040243	-0.00027724	-0.00027724	0.015028	0.000	0.000	
TCGA-CW-5585	0.000	0.000	-0.017194	0.000	-0.031632	0.015028	0.000	0.000	0.000	0.000	0.000	-0.78496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0089906	0.023847	0	0.000	0.000	0.824	0.824	-0.78872	-0.017194	0.029044	0.736	0	0.0034687	0.011958	0.000	0.708	-0.013677	0.000	0.0079175	0.000	0.000	-0.7896	0.000	-0.764	0.000	-0.017194	0.000	0.000	0.008892	0.000	0.000	0.000	-0.81639	0.78697	0.000	0.000	0.000	-0.01485	-0.01485	-0.007472	0.000	0.000	0.029044	-0.007472	-0.013677	0.023847	0.023847	-0.017194	0.000	0.736	
TCGA-CW-5584	0.000	0.000	-0.063347	-0.542	-0.0043401	0.013794	0.000	0.000	0.000	0.000	-0.224	-0.54404	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.54172	0.017216	0.018475	0.000	-0.544	0.000	0.000	0.0018944	-0.061366	0.010377	0.000	0.018475	0.0018944	-0.00351	0.000	0.000	-0.22383	0.000	0.0021887	0.000	0.000	-0.54112	0.000	-0.495	0.000	-0.063347	0.000	0.000	0.0018944	0.000	0.000	0.000	-0.54404	0.0053962	0.000	0.000	0.000	0	0	0.0006459	0.000	0.000	0.010377	0.0006459	-0.22383	-0.54404	0.017216	-0.063347	-0.224	0.000	
TCGA-CW-5587	0.000	0.000	0.051103	-0.478	0.013911	0.00055459	0.000	0.000	0.000	0.000	0.000	-0.48155	0.000	0.000	0.000	0.000	0.000	0.455	0.000	-0.47786	-0.0044312	-0.0077482	0.000	-0.477	0.462	0.462	0.45603	0.042879	-0.014641	0.000	-0.0077482	0.45603	0.41346	0.000	0.000	0.001803	0.000	-0.013264	0.000	0.000	-0.010881	0.000	0.000	0.000	0.038771	0.000	0.000	0.45603	0.000	0.000	0.000	-0.48155	0.45496	0.000	0.413	0.413	0.00083195	0.00083195	0	0.000	0.000	-0.014641	0	0.001803	-0.48155	-0.0044312	0.038771	0.000	0.000	
TCGA-B8-5158	0.129	0.129	-0.04983	-0.188	-0.017434	0.0019418	0.000	0.000	0.000	0.000	-0.283	-0.32604	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.18835	0.020203	-0.1965	0.000	-0.325	0.000	0.000	0.0051359	-0.04983	-0.1712	0.000	0.17452	0.0051359	-0.0018014	0.000	0.000	-0.28263	0.000	0	0.000	0.000	-0.18106	-0.181	-0.181	0.000	-0.04983	0.000	0.000	0.0051359	-0.022	0.175	0.000	-0.3253	0.33399	0.000	0.000	0.000	0.0010444	0.0010444	-0.00027724	-0.171	-0.171	-0.1712	-0.33883	-0.28263	0.020203	0.020203	-0.04983	-0.283	0.000	
TCGA-B0-5120	0.000	0.000	-0.049289	0.000	-0.0037395	-0.0063668	0.000	0.000	0.000	0.000	0.000	-0.46014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0026322	-0.449	-0.0012473	-0.449	-0.449	0.428	0.000	0.00069327	-0.049289	0.0087528	0.000	-0.0012473	0.00069327	-0.45864	0.000	0.000	0.00027459	0.000	-0.0027707	0.000	0.000	0.008892	0.000	0.000	0.000	-0.049289	0.000	0.000	0.00069327	0.000	0.000	0.000	-0.46014	0.44969	0.000	0.000	0.000	0.00069327	0.00069327	-0.0097541	0.000	0.000	0.0087528	-0.0097541	0.00027459	-0.449	-0.449	-0.049289	0.000	0.000	
TCGA-B0-4849	0.000	0.000	-0.041702	0.000	-0.01904	0.010564	0.000	0.000	0.000	0.000	0.000	-0.60932	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.0049844	0.018103	-0.62827	0.000	-0.593	0.575	0.575	0.0011093	-0.041702	0.01433	0.000	0.00597	0.0011093	-0.020359	0.000	0.000	-0.0027707	0.000	0.0084743	0.000	0.000	-0.60187	0.000	-0.592	0.000	-0.05855	0.000	0.000	0.0011093	-0.610	0.000	0.000	-0.60932	0.58775	0.000	0.000	0.000	0.0011093	0.0011093	-0.0060904	0.000	0.000	0.01433	-0.0060904	-0.0027707	-0.59322	-0.59322	-0.05855	0.000	0.000	
TCGA-B0-4848	0.282	0.282	-0.033026	-0.423	0.17432	0.041457	0.217	0.217	0.000	0.000	-0.474	-0.46685	0.000	0.000	0.000	0.000	0.000	0.425	0.000	-0.42517	0.008892	-0.013264	0.000	-0.467	0.182	0.182	0.43513	-0.029584	0.014051	-0.210	-0.013264	0.4299	0.00013863	0.000	0.000	-0.22724	0.000	-0.0056468	0.000	0.000	-0.46855	0.000	0.000	0.000	-0.029721	0.000	0.000	0.43513	0.000	0.000	0.000	-0.47551	0.19132	0.000	0.000	0.000	-0.020412	0.0052749	-0.026851	0.000	0.000	0.014051	-0.026851	-0.22724	-0.46685	-0.46685	-0.033026	-0.227	-0.210	
TCGA-B0-4843	0.000	0.000	-0.016017	0.000	0.023706	0.0015255	0.000	0.000	0.000	0.000	0.000	-0.39352	-0.399	-0.399	0.000	0.000	0.000	0.000	0.000	0.014609	0.019363	0	0.000	-0.368	0.000	0.000	0.0091705	-0.030273	0.0068044	0.000	0	-0.056981	0.014609	0.000	0.000	0.012681	0.000	0.0023581	0.000	0.000	-0.037354	0.000	0.000	0.000	-0.021784	0.000	0.000	-0.056981	0.000	0.000	0.000	-0.3953	-0.012713	0.000	0.000	0.000	-0.1572	-0.056981	-0.045906	0.000	0.000	0.0068044	-0.39865	0.0030664	-0.40185	0.019363	-0.016017	0.000	0.000	
TCGA-B0-4842	0.000	0.000	-0.028464	0.000	0.010174	0.011568	0.000	0.000	0.000	0.000	-0.333	-0.33908	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.33223	-0.0028811	-0.0041266	0.000	-0.330	0.000	0.000	0.005581	-0.028464	-0.010756	0.000	-0.0063043	0.005581	-0.0059242	0.000	0.000	-0.33269	0.000	0.0016923	0.000	0.000	-0.0023273	0.000	0.000	0.000	-0.028464	0.000	0.000	0.005581	0.000	0.000	0.000	-0.33908	0.26549	0.000	0.000	0.000	0.005581	0.005581	-0.0078583	0.000	0.000	-0.010756	-0.0078583	-0.33269	-0.33281	0.0019698	-0.028464	-0.333	0.000	
TCGA-B0-4841	0.000	0.000	0.041034	0.000	0.0016223	0.70232	0.000	0.000	0.702	0.702	0.000	-0.73871	0.000	0.000	0.678	0.000	0.000	0.000	0.000	0	0.011818	-0.0054863	0.000	-0.706	0.000	0.000	0.0020805	0.041034	-0.00013862	0.000	0.0038854	0.0020805	-0.72888	0.000	0.000	-0.0040162	0.000	-0.0030475	0.000	0.000	0.0022018	0.000	0.000	0.000	0.041034	0.000	0.000	0.0020805	0.000	0.000	0.000	-0.73871	0.72187	0.000	0.000	0.000	0.0020805	0.0020805	-0.018567	0.000	0.000	-0.00013862	-0.010466	-0.0040162	-0.73871	-0.73871	0.041034	0.000	0.000	
TCGA-B0-4847	0.000	0.000	-0.022469	-0.515	0.0023581	-0.0066432	0.000	0.000	0.000	0.000	0.000	-0.5127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.51496	0.0023864	-0.0094524	0.000	-0.451	0.000	0.000	0.0018657	-0.021784	-0.00095642	0.000	0.0034687	0.0018657	-0.0030475	0.000	0.000	0.010842	0.000	0.0097276	0.000	0.000	0.0068044	0.000	0.000	0.000	-0.022469	0.000	0.000	0.0018657	0.000	0.000	0.000	-0.51907	0.46998	0.000	0.000	0.000	0.006109	0.006109	-0.0031859	0.000	0.000	-0.00095642	-0.0031859	0.010842	0.010982	0.010982	-0.022469	0.000	0.000	
TCGA-B0-4846	0.000	0.000	-0.018889	0.000	0.00042989	-0.0044251	0.000	0.000	0.000	0.000	0.000	-0.53174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.005304	0.0079315	0	0.000	-0.530	0.000	0.000	0.0052889	-0.018889	0.001262	0.000	0.008906	0.0052889	0.001817	0.000	0.000	0.0048719	0.000	-0.0012333	0.000	0.000	-0.0038404	0.000	0.000	0.000	-0.018889	0.000	0.000	0.0052889	0.000	0.000	0.000	-0.53174	-0.00012467	0.000	0.000	0.000	0.0052889	0.0052889	-0.012699	0.000	0.000	0.001262	-0.0095221	0.0048719	-0.53174	0.0079315	-0.018889	0.000	0.000	
TCGA-B0-4845	0.000	0.000	-0.17254	0.000	0	0.027216	0.000	0.000	0.000	0.000	-0.745	-0.74968	-0.358	-0.358	0.000	0.000	0.000	-0.353	-0.353	0.0069384	0.38039	-0.36601	-0.365	-0.750	0.000	0.000	-0.35905	-0.16752	-0.35362	-0.338	-0.36	-0.35259	0	0.000	0.000	-0.74473	0.000	0.016845	0.000	0.000	0.019363	0.000	0.000	0.000	-0.16052	0.000	0.000	-0.35758	-0.360	-0.360	0.000	-0.75974	0.01433	-0.173	0.000	0.000	-0.35259	-0.35259	-0.3584	-0.354	-0.354	-0.35362	-0.3584	-0.74473	-0.74968	-0.36488	-0.16052	-0.745	-0.338	
TCGA-B0-4844	0.431	0.431	-0.076644	-0.104	-0.13766	0.030533	0.000	0.000	0.000	0.000	0.000	-0.52247	0.000	-0.443	0.000	0.000	-0.120	0.000	0.000	-0.10353	0.025812	0.41865	0.000	0.000	0.000	0.000	0.069669	-0.076644	-0.44426	-0.937	0.41865	-0.031559	0.0351	0.000	0.000	-0.035855	0.441	-0.011749	0.262	0.262	-0.48932	-0.489	-0.489	0.000	-0.11391	0.437	0.437	-0.031559	0.419	0.419	0.000	-0.52802	0.48768	0.000	0.000	0.000	-0.031559	-0.031559	0.015587	-0.444	-0.444	-0.44426	-1.0165	-0.026441	0.025812	0.025812	-0.076644	0.000	-0.937	
TCGA-CJ-4907	0.000	0.000	-0.11678	-0.247	0.017824	0.0097276	0.000	0.000	0.000	0.000	-0.238	-0.52399	-0.255	-0.255	0.000	0.000	0.000	-0.244	-0.244	-0.24727	0.028481	-0.24644	-0.524	-0.524	0.000	0.000	-0.2435	-0.11678	-0.25176	-0.221	-0.24679	-0.2435	0.0039964	0.000	-0.240	-0.23838	-0.515	0.02806	0.000	0.000	-0.24946	-0.249	-0.249	0.000	-0.11079	0.000	0.000	-0.2435	-0.246	-0.246	0.000	-0.52399	0.52871	-0.117	0.000	0.000	-0.2435	-0.2435	-0.25467	-0.247	-0.247	-0.25176	-0.25467	-0.23838	0.028481	0.028481	-0.11678	-0.238	-0.221	
TCGA-B0-5709	0.000	0.000	-0.0273	0.000	0.0070431	-0.0069587	0.000	0.000	0.000	0.000	0.000	-0.32766	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.0016371	0.0014861	0.0013474	0.000	-0.263	0.000	0.000	0.0020411	-0.0273	-0.24084	0.000	0.0013474	0.0020411	0.0027351	0.000	0.000	-0.00059379	0.000	-0.0010768	0.000	0.000	-0.0026715	0.000	0.000	0.000	-0.0273	0.000	0.000	0.0020411	0.000	0.000	0.000	-0.32766	0.24068	0.000	0.000	0.000	-0.32104	0.0016704	-0.0080636	0.000	0.000	-0.24084	-0.0083397	-0.00059379	-0.32766	-0.0043185	-0.0273	0.000	0.000	
